Begnadigung	0.3	1.2	[+0,+0,+1,-1,-2,+1,+2,+1,+1]
Begrenzung	-1.4	1.4	[+0,-1,+0,-3,-4,-1,+0,-2]
Begünstigung	1.8	0.8	[+1,+1,+1,+1,+3,+3,+2,+2]
Behinderung	-2	1.2	[-2,-3,-1,-4,-2,-3,+0,-1]
Beifall	2.5	0.8	[+3,+3,+1,+2,+3,+3]
Beifallsruf	2.3	1.1	[+1,+3,+2,+3,+4,+1]
Beilegung	0.2	1.1	[+0,+0,-1,+3,-1,+0,+0,+1,+0]
Beisteuerung	1.1	1	[+0,+0,+1,+3,+1,+1,+2]
Beitritt	1.3	0.8	[+1,+1,+1,+3,+1,+0,+1,+2]
Bekräftigung	1.8	0.8	[+1,+1,+1,+2,+3,+2,+1,+2,+3]
Belastbarkeit	0.6	1.2	[+1,+0,+1,-2,+1,+2,+1]
Belastung	-2	0.8	[-1,-2,-1,-3,-2,-1,-3,-2,-2,-3]
Belebtheit	2	0.9	[+2,+2,+1,+2,+2,+4,+1,+2]
Beleidigung	-2.3	0.7	[-2,-2,-1,-3,-3,-3,-2]
Beliebtheit	1.9	1	[+2,+2,+1,+3,+3,+0,+2]
Belohnung	2.7	1	[+2,+3,+1,+3,+4,+4,+2]
Belästigung	-2.2	0.9	[-3,-3,-1,-1,-3,-2]
Benefiz	2.2	1.1	[+1,+2,+1,+4,+3,+2]
Bereicherung	2.4	0.8	[+3,+2,+1,+2,+3,+3,+4,+2,+2]
Bereitschaft	1	0.9	[+1,+1,+0,+1,+3,+1,+1,+0]
Bereitstellung	0.5	0.5	[+0,+0,+0,+1,+1,+1]
Beruhigung	1.8	0.7	[+2,+2,+1,+3,+1,+1,+2,+2]
Bescheidenheit	0.7	1.2	[+2,+1,+1,-2,+1,+1]
Beschleunigung	0.4	1.4	[+2,+1,+1,-1,-2,+0,+2]
Beschneidung	-1.5	1.4	[+0,-1,+0,-4,-2,-2]
Beschränkung	-1.6	0.7	[-1,-1,-1,-2,-3,-1,-2]
Beschuldigung	-1.3	0.5	[-2,-1,-1,-1,-2,-1,-1]
Beschwerde	-1.2	0.4	[-1,-1,-1,-1,-1,-2]
Beschwerlichkeit	-0.8	0.6	[-2,-1,-1,+0,-1,+0,+0,-1,-1]
Beschwichtigung	0.1	0.8	[-1,+0,+1,-1,+0,+1,+1]
Beschädigung	-1.9	0.6	[-2,-1,-1,-2,-3,-2,-2]
Beschäftigungslose	-1.9	0.6	[-2,-2,-1,-3,-2,-1,-2]
Beschäftigungsloser	-1.7	1.2	[-1,-1,+0,-1,-4,-3,-2,-2]
Beschämung	-1.7	0.7	[-1,-2,-2,-1,-1,-3,-2,-2]
Beseitigung	-0.9	1	[-1,-1,+0,-2,-2,-1,+1]
Besitz	1.7	1.5	[+0,+1,+1,+3,+1,+4,+0,+1,+4]
Besorgnis	-1.6	0.7	[-1,-1,-1,-2,-1,-2,-2,-3]
Besserung	1.7	0.7	[+1,+3,+1,+2,+1,+2]
Bestechung	-2.1	0.8	[-3,-2,-1,-1,-2,-3,-3]
Besteuerung	-1	0.5	[-1,-1,+0,-2,-1,-1,-1]
Bestrafung	-2.4	0.9	[-2,-2,-1,-3,-3,-2,-4]
Bestätigung	0.4	1.9	[+2,+1,+0,-4,+1,+1,+2]
Bestürzung	-1.1	0.6	[-1,-1,-2,-1,-2,-1,-1,+0]
Beteiligung	1	1	[+1,+1,+0,+3,+0,+1]
Betrug	-2.4	0.5	[-3,-2,-2,-2,-2,-3,-3]
Betrüger	-2.6	0.7	[-3,-3,-1,-2,-3,-3,-3]
Beule	-1	0.9	[-1,-1,-1,-1,-2,+1,-2,-1]
Beunruhigung	-1.3	0.5	[-2,-1,-1,-1,-1,-1,-2]
Bevormundung	-1.7	1.1	[-1,-1,-1,-2,-4,-1,-1,-1,-3]
Bewunderer	2.4	0.7	[+3,+2,+1,+3,+2,+3,+3]
Bewunderung	2.7	0.5	[+3,+3,+2,+3,+3,+2]
Bildschirmbräune	-1	1.5	[-1,-2,-1,+2,-3,-1]
Bildung	2.1	0.8	[+2,+2,+1,+4,+2,+2,+2]
Bira	1.7	1.7	[+2,+2,+0,+4,+4,+0,+0]
Bitterkeit	-0.6	1.6	[-1,-2,-1,+3,+0,-1,-2]
Blindheit	-2.6	0.8	[-2,-2,-2,-1,-4,-3,-3,-3,-3]
Blockade	-1.3	0.5	[-1,-1,-1,-1,-2,-2]
Blockierung	-1.3	0.5	[-1,-1,-1,-1,-1,-2,-2]
Blödheit	-1.7	0.7	[-2,-2,-1,-1,-3,-1,-2]
Blüte	1.9	0.9	[+2,+3,+1,+3,+2,+0,+2,+2]
Bock	1.3	0.9	[+2,+1,+0,+3,+1,+1]
Bombardement	-2.7	0.7	[-2,-2,-3,-3,-4,-2,-3,-3]
Bombardierung	-2.9	0.6	[-2,-2,-3,-4,-3,-3,-3]
Bombe	-1.8	1.3	[-1,+0,-2,-4,-3,-1]
Bonität	1.8	1.6	[+1,+1,+0,+2,+4,+3,+2,-1,+4]
Bonus	2.4	0.9	[+4,+2,+1,+3,+2,+3,+2]
Boom	2	1.1	[+2,+2,+1,+1,+4,+3,+1]
Bordsteinswalbe	-1.2	1.3	[-3,-3,-1,+0,+0,+0]
Bosheit	-1.6	1	[-2,-3,-1,-3,-1,+0,-1]
Brand	-2.3	0.7	[-2,-2,-1,-3,-3,-3,-2]
Brillanz	2.7	0.9	[+2,+2,+3,+1,+4,+2,+4,+3,+3]
Bruch	-1	0.6	[-1,-1,+0,-1,-2,-1]
Brutalität	-2.7	0.5	[-3,-3,-2,-2,-3,-3]
Brüderlichkeit	2.3	1	[+3,+2,+1,+4,+2,+1,+2,+3]
Bumsen	2.6	1.8	[+3,+3,+1,+4,+4,-1,+4]
Bund	-0.1	1.6	[+1,+0,+0,+1,-4,+0,+1]
Bußgeld	-1.7	0.7	[-1,-1,-1,-2,-3,-2]
Bösartigkeit	-2.7	1.1	[-4,-4,-1,-4,-2,-3,-2,-2]
Bösewicht	-2	0.8	[-3,-2,-2,-1,-3,-2,-1]
Bündnis	1.3	1.2	[+1,+1,+0,+2,-1,+3,+2,+2,+2]
Bürde	-0.7	0.9	[-1,+1,-1,-2,+0,-1]
Chabo	1.3	1.4	[+2,+1,+0,+4,+0,+1]
Champion	3.4	0.7	[+4,+4,+3,+4,+4,+2,+3]
Chaos	-2.1	0.3	[-2,-2,-2,-3,-2,-2,-2]
Charisma	1.9	2.2	[+4,+3,+1,+4,-3,+2,+2]
Charme	2	0.9	[+3,+3,+1,+2,+3,+1,+1,+2]
Cleverness	2.2	1.2	[+4,+3,+1,+3,+1,+1]
Comeback	2.2	0.9	[+3,+3,+1,+2,+3,+1]
Crash	-2.2	0.8	[-2,-2,-1,-2,-4,-3,-2,-2]
Dankbarkeit	2.1	0.6	[+3,+3,+1,+2,+2,+2,+2]
Defekt	-2	1	[-2,-1,-1,-4,-2,-2]
Defizit	-1.4	0.5	[-1,-1,-1,-1,-1,-2,-2,-2]
Deformation	-1.5	1	[-2,-1,+0,-3,-2,-1]
Degradierung	-1.7	0.4	[-2,-2,-1,-1,-2,-2,-2,-2]
Dekadenz	-0.1	1.4	[+0,-1,-2,+0,+3,+0,-1,+0]
Demütigung	-2.6	0.7	[-3,-3,-1,-3,-2,-3,-3]
Denkfehler	-1.3	0.5	[-1,-1,-1,-2,-2,-1]
Depression	-2.6	0.5	[-3,-2,-3,-2,-3,-2,-3]
Desaster	-2.8	0.4	[-3,-2,-3,-3,-3,-3]
Desinteresse	-1.7	0.7	[-1,-2,-1,-1,-3,-2]
Dezimierung	-1.1	1	[-1,-3,+0,-1,-1,+0,-2]
Dieb	-2.4	0.7	[-3,-3,-1,-3,-3,-2,-2]
Diebstahl	-2.1	0.8	[-3,-2,-1,-2,-3,-1,-3]
Diffamierung	-1.6	1.2	[-2,-3,-1,-2,+0,-3,+0]
Diktator	-2.3	1.2	[-3,-2,-2,-4,-3,+0]
Dilemma	-2.5	1	[-3,-2,-1,-4,-3,-2]
Diskretion	0.4	0.5	[+1,+0,+1,+0,+0,+0,+1]
Diskriminierung	-2.4	1	[-3,-2,-1,-1,-4,-3,-2,-3]
Dissens	-1.1	1.2	[-1,-1,+0,-1,-4,+0,-1]
Disziplin	1.3	1.1	[+2,+2,+2,-1,+1,+2]
Dominierung	0.5	1.3	[-1,+0,-1,+2,+2,-1,+1,+2]
Doppeldeutigkeit	-0.4	1.3	[-2,-1,+0,-2,+2,+0,+1,-1,-1]
Doppelspiel	-0.3	1.2	[+0,-1,+0,+2,+0,-1,-2]
Dreck	-1.9	0.6	[-2,-2,-1,-3,-2,-2,-1,-2]
Drift	0.9	1.2	[+1,+3,+0,+2,-1,+0,+1]
Drohung	-2.1	0.8	[-3,-2,-1,-1,-2,-3,-2,-3]
Drosselung	-1.3	0.7	[-1,-1,-1,-1,-3,-1]
Duft	1.5	1	[+1,+1,+0,+3,+2,+2]
Dummheit	-2	0.5	[-2,-2,-1,-2,-3,-2,-2]
Dummkopf	-1.7	0.5	[-2,-2,-1,-2,-1,-2,-2]
Dunkelheit	-1.7	0.6	[-2,-1,-1,-2,-2,-3,-2,-1,-2,-1]
Durcheinander	-1.3	0.7	[-1,-1,-1,-3,-1,-1,-1]
Dussel	-0.7	0.9	[-1,-1,+1,-1,+0,-2,-1]
Dynamik	1.3	0.7	[+1,+1,+1,+3,+1,+1]
Dämpfer	-0.8	0.7	[-1,-1,+0,-1,-2,+0]
Dürre	-1.6	2	[-2,-3,-1,+3,-3,-3,-2]
Düsternis	-2	1	[-3,-2,+0,-2,-3,-2]
Echtheit	1.2	1.1	[+1,+2,+0,+3,+0,+1]
Effizienz	1.9	0.8	[+2,+1,+1,+2,+3,+2,+1,+3]
Egoist	-1.8	0.9	[-2,-3,-1,-1,-3,-1]
Egosurfen	-0.7	0.7	[+0,-1,-1,+0,-2,+0]
Ehebruch	-3.2	0.7	[-4,-4,-2,-3,-3,-3]
Ehre	1.7	0.7	[+1,+1,+1,+2,+3,+2]
Ehrenfrau	2.7	0.9	[+2,+3,+2,+4,+4,+2,+2]
Ehrenmann	1.7	2.1	[+3,+2,+2,+2,-3,+4,+2]
Ehrfurcht	-0.2	1.1	[+0,+1,+1,-2,-1,+0]
Ehrlichkeit	2.5	0.8	[+3,+3,+1,+3,+2,+3]
Ehrwürdigkeit	1.9	0.3	[+2,+2,+2,+2,+2,+1,+2]
Eifer	1.6	1.2	[+2,+2,+1,+1,+4,+1,+0]
Eigenkapital	1.3	1.1	[+0,+1,+1,+3,+3,+1,+0,+1]
Eignung	1.4	0.7	[+1,+1,+0,+2,+2,+2,+2,+1]
Einbrecher	-3	1	[-3,-4,-1,-4,-3,-3]
Einbruch	-2	1.2	[-3,-3,+0,-1,-3,-2]
Einbuße	-1.2	0.4	[-1,-1,-1,-1,-1,-2]
Eindeutigkeit	1	0	[+1,+1,+1,+1,+1,+1,+1]
Einfallspinsel	-1	1.7	[-1,-1,-1,-4,+1,-3,+0,+1]
Einfallsreichtum	2.1	0.8	[+3,+2,+1,+2,+1,+3,+2,+3]
Einhaltung	1.3	0.8	[+1,+1,+0,+1,+3,+1,+2,+1]
Einheit	0.7	1.3	[+2,+1,+0,+1,-2,+0,+0,+1,+3]
Einheitlichkeit	1.7	0.5	[+1,+1,+2,+2,+2,+2]
Einkauf	0.9	0.6	[+1,+0,+0,+1,+2,+1,+1]
Einnahme	1.3	1.1	[+0,+0,+1,+1,+3,+1,+1,+2,+3]
Einsamkeit	-2.5	0.8	[-3,-3,-1,-3,-2,-3]
Einschlag	-1.3	0.5	[-1,-2,-1,-2,-1,-1]
Einschränkung	-1.1	0.3	[-1,-1,-1,-2,-1,-1,-1]
Einschüchterung	-1	2.1	[-2,-3,-1,+4,-1,-2,-2]
Einsparung	0.8	1.2	[+1,+1,+0,+3,-1,+1]
Einweihung	2.3	1	[+1,+3,+1,+2,+3,+2,+4,+2]
Einzigartigkeit	2.3	0.9	[+3,+1,+2,+4,+2,+2,+2]
Ekel	-2.2	0.7	[-3,-3,-1,-2,-2,-2]
Eleganz	2.1	0.8	[+3,+3,+1,+2,+1,+3,+2,+2]
Elend	-2.1	1.7	[-3,-3,-2,+2,-3,-3,-3]
Empathie	2	1.2	[+3,+3,+1,+3,+0,+2]
Empfehlung	1.6	0.5	[+2,+1,+1,+2,+2,+2,+1]
Empörung	-1.6	0.5	[-2,-2,-1,-2,-1,-1,-2]
Ende	-1.4	0.7	[-1,+0,-1,-2,-1,-2,-2,-2]
Energielosigkeit	-1.9	0.9	[-3,-3,-1,-3,-1,-1,-1,-2]
Engagement	2.6	0.7	[+3,+2,+2,+4,+2,+2,+3]
Entbindung	0.3	1.3	[-1,-1,+0,-1,+3,+1,+0,+1]
Entfremdung	-1.9	0.8	[-3,-3,-1,-1,-3,-2,-1,-1,-2,-2]
Entführung	-2.6	1.2	[-3,-4,-1,-4,-1,-2,-3]
Enthauptung	-3.7	0.5	[-4,-4,-3,-4,-4,-3]
Entlassung	-1.7	1.2	[-2,-2,+1,-3,-1,-2,-3,-2]
Entlastung	0.9	0.7	[+1,+1,+1,+1,+1,+1,+2,+1,-1]
Entlohnung	1	1.8	[+1,+1,+1,-1,+4,+3,-2,+0,+2]
Entmutigung	-2	1	[-1,-2,-1,-4,-2,-2]
Entschluß	0.3	0.7	[+1,+0,+1,-1,+0,+1]
Entschlüsselung	1	1.3	[+0,+0,+0,+4,+1,+1,+1]
Entschädigung	0.8	0.9	[+0,+0,+1,+2,+2,+0]
Entspannung	2.1	0.3	[+2,+2,+2,+2,+2,+3,+2]
Enttäuschung	-2	0.8	[-3,-2,-1,-1,-3,-2]
Entziehung	-0.7	1.2	[+0,-1,-1,-2,+2,-1,-1,-2]
Epidemie	-2.7	0.5	[-3,-3,-2,-2,-3,-3]
Erbe	1.6	1.4	[+0,+0,+1,+4,+3,+1,+2]
Erfahrung	1.7	1.5	[+3,+2,+0,+3,+3,-1,+2]
Erfolg	2.3	0.7	[+3,+3,+1,+2,+2,+3]
Erfolgserlebnis	2.8	0.4	[+3,+3,+2,+3,+3,+3]
Erfüllung	2	0.5	[+2,+2,+1,+3,+2,+2,+2]
Ergiebigkeit	1.4	0.8	[+1,+1,+0,+2,+3,+1,+1,+2,+2]
Ergänzung	1.1	0.3	[+1,+1,+1,+1,+2,+1,+1,+1]
Erhaltung	1.7	0.5	[+2,+1,+2,+2,+2,+1]
Erholung	2.3	0.7	[+3,+3,+1,+3,+2,+2]
Erhöhung	0.7	1.1	[+0,+0,+0,+3,+0,+1]
Erlaubnis	1.6	1.4	[+1,+1,+0,+4,+3,+0,+2]
Erleichterung	2.2	0.7	[+3,+2,+1,+3,+2,+2]
Erleuchtung	2.4	0.9	[+3,+3,+1,+3,+3,+3,+2,+1]
Erlösung	2.3	0.9	[+2,+1,+3,+4,+2,+3,+1,+2,+3]
Ermahnung	-1.2	0.4	[-1,-1,-1,-1,-1,-2,-2,-1]
Ermordung	-3.8	0.4	[-4,-4,-3,-4,-4,-4]
Ermutigung	1.9	0.6	[+2,+2,+1,+1,+3,+2,+2,+2]
Ermüdung	-2	0.8	[-2,-3,-1,-2,-1,-2,-3]
Erneuerung	1.8	0.9	[+1,+1,+1,+3,+3,+2]
Erniedrigung	-2.7	0.7	[-3,-3,-2,-4,-2,-3,-2]
Ernsthaftigkeit	1	1	[+0,+0,+1,+3,+1,+1]
Ernüchterung	-1	1.1	[-2,-2,+1,+0,-2,-1,-1]
Erosion	-1.2	1.1	[+0,-1,-1,-1,-2,+0,-1,-1,-4]
Erpressung	-2.6	0.5	[-3,-3,-2,-2,-2,-3,-3,-3]
Erschöpfung	-1.8	0.6	[-2,-2,-1,-3,-2,-1,-1,-2,-2]
Erschütterung	-2	0.6	[-2,-2,-1,-3,-2,-2]
Ersparnis	1.6	0.7	[+1,+1,+1,+2,+1,+2,+3]
Ertrag	2	1.1	[+1,+1,+1,+4,+2,+2,+3]
Erweiterung	1.3	1.1	[+0,+1,+1,+3,+3,+1,+0,+1]
